Taxon	Mean	GeometricMean	Median	StandardDev
Salmonella_enterica_subsp._enterica_serovar_Dublin	76.0	76.0	76.0	0.0
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._77-1427	61.0	61.00000000000001	61.0	0.0
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120916	74.0	73.98660580561335	73.0	1.7320508075688772
Salmonella_enterica_subsp._enterica_serovar_Saintpaul	76.0	76.0	76.0	0.0
Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633	76.0	76.0	76.0	0.0
Salmonella_enterica_subsp._enterica_serovar_Typhi	72.95238095238095	72.49098196055256	76.0	7.586014701252498
Salmonella_enterica_subsp._enterica_serovar_Typhimurium	NaN	NaN	NaN	NaN
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288	76.0	76.0	76.0	0.0
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1898	76.0	76.0	76.0	0.0
Salmonella_typhimurium_TR7095	0	0	0	0
Schistosoma_mansoni	76.0	76.0	76.0	0.0
Shigella_boydii	0	0	0	0
Shigella_boydii_CDC_3083-94	75.66666666666667	75.66519389665359	76.0	0.5773502691896257
Shigella_dysenteriae	0	0	0	0
Shigella_dysenteriae_Sd197	76.0	76.0	76.0	0.0
Shigella_flexneri	75.66666666666667	75.66519389665352	76.0	0.5
Shigella_flexneri_1a	76.0	76.0	76.0	0.0
Shigella_flexneri_2002017	75.0	74.99999999999997	75.0	0.0
Shigella_flexneri_G1663	76.0	76.0	76.0	0.0
Shigella_sonnei	76.0	76.0	76.0	0.0
Staphylococcus_aureus	0	0	0	0
Streptococcus	74.29113924050633	74.09171897087802	76.0	4.9420898612883475
Streptococcus_acidominimus	76.0	76.0	76.0	0.0
Streptococcus_agalactiae	74.54838709677419	74.47648135259669	76.0	3.1816003276906564
Streptococcus_anginosus	75.57142857142857	75.56980620126261	76.0	0.5345224838248488
Streptococcus_constellatus_subsp._pharyngis	71.0	71.0	71.0	0.0
Streptococcus_cristatus_AS_1.3089	76.0	76.0	76.0	0.0
Streptococcus_dysgalactiae_subsp._equisimilis_RE378	76.0	76.0	76.0	0.0
Streptococcus_gordonii	76.0	76.0	76.0	0.0
Streptococcus_gordonii_str._Challis_substr._CH1	76.0	76.0	76.0	0.0
Streptococcus_infantarius	76.0	76.0	76.0	0.0
Streptococcus_mitis	75.4	75.39029554710596	76.0	1.3416407864998738
Streptococcus_mitis_B6	75.5	75.49834435270749	75.5	0.7071067811865476
Streptococcus_mutans	76.0	76.0	76.0	0.0
Streptococcus_oralis	76.0	76.0	76.0	0.0
Streptococcus_oralis_Uo5	76.0	76.0	76.0	0.0
Streptococcus_oralis_subsp._tigurinus	70.66666666666667	70.24134381677062	76.0	9.237604307034013
Streptococcus_pantholopis	76.0	76.0	76.0	0.0
Streptococcus_parasanguinis	76.0	76.0	76.0	0.0
Streptococcus_parasanguinis_ATCC_15912	76.0	76.0	76.0	0.0
Streptococcus_parasanguinis_FW213	76.0	76.0	76.0	0.0
Streptococcus_pasteurianus_ATCC_43144	75.11111111111111	75.10448282922339	75.0	1.0540925533894598
Streptococcus_pneumoniae	74.5	74.49832212875667	74.5	0.7071067811865476
Streptococcus_pseudopneumoniae_IS7493	NaN	NaN	NaN	NaN
Streptococcus_pyogenes	75.33333333333333	75.32739835423665	76.0	1.1547005383792517
Streptococcus_pyogenes_MGAS10394	76.0	76.0	76.0	0.0
Streptococcus_pyogenes_MGAS2096	75.58333333333333	75.57833320062714	76.0	0.9003366373785198
Streptococcus_salivarius	75.5	75.49466698780532	76.0	0.9128709291752769
Streptococcus_salivarius_CCHSS3	76.0	76.0	76.0	0.0
Streptococcus_salivarius_JIM8777	75.0	74.99999999999997	75.0	0.0
Streptococcus_sp._A12	75.71428571428571	75.71293288588592	76.0	0.4879500364742666
Streptococcus_sp._HSISM1	71.0	70.93659140387282	71.0	4.242640687119285
Streptococcus_sp._HSISS3	76.0	76.0	76.0	0.0
Streptococcus_sp._I-P16	71.33333333333333	71.01328852642085	76.0	8.082903768654761
Streptococcus_sp._NPS_308	75.5	75.49834435270749	75.5	0.7071067811865476
Streptococcus_sp._VT_162	76.0	76.0	76.0	0.0
Streptococcus_sp._oral_taxon_431	76.0	76.0	76.0	0.0
Streptococcus_suis	75.33333333333333	75.30453922088526	76.0	2.0930724738891344
Streptococcus_suis_GZ1	75.71428571428571	75.69927623935739	76.0	1.4527901012675641
Streptococcus_thermophilus	75.29046321525885	75.2445530802573	76.0	2.4244509554247506
Streptococcus_thermophilus_CNRZ1066	75.33333333333333	75.32739835423672	76.0	1.1547005383792517
Streptococcus_thermophilus_JIM_8232	NaN	NaN	NaN	NaN
Streptococcus_thermophilus_LMG_18311	75.38461538461539	75.36933285797322	76.0	1.5566235649883124
Streptococcus_thermophilus_TH1435	NaN	NaN	NaN	NaN
Streptococcus_thermophilus_TH1477	NaN	NaN	NaN	NaN
Streptococcus_thermophilus_TH985	76.0	76.0	76.0	0.0
Taenia_solium	76.0	76.0	76.0	0.0
Tannerella_forsythia	67.0	64.91844015713548	75.5	17.339742404853272
Tannerella_forsythia_92A2	74.66666666666667	74.58675991102035	76.0	3.378855822118883
Toxoplasma_gondii	0	0	0	0
Toxoplasma_gondii_ME49	75.03715170278637	74.95766698037765	76.0	3.223339853679486
Treponema	70.0	70.00000000000003	70.0	0.0
Treponema_denticola	0	0	0	0
Treponema_denticola_ATCC_35404	NaN	NaN	NaN	NaN
Treponema_denticola_ATCC_35405	0	0	0	0
Treponema_pallidum	0	0	0	0
Treponema_pallidum_subsp._pallidum	0	0	0	0
Treponema_pallidum_subsp._pertenue	0	0	0	0
Treponema_putidum	NaN	NaN	NaN	NaN
Treponema_sp._OMZ_838	76.0	76.0	76.0	0.0
Treponema_succinifaciens_DSM_2489	74.25	74.18608740882907	76.0	3.5
Trichinella_spiralis	76.0	76.0	76.0	0.0
Trypanosoma_brucei	0	0	0	0
Trypanosoma_cruzi	0	0	0	0
Trypanosoma_cruzi_strain_CL_Brener	75.33333333333333	75.32739835423672	76.0	1.1547005383792517
Variola_major_virus	0	0	0	0
Variola_minor_virus	0	0	0	0
Veillonella_parvula	74.65384615384616	74.48196106314111	76.0	4.732376212367803
Veillonella_parvula_HSIVP1	69.75	68.78642492924824	76.0	12.5
Vibrio_cholerae	0	0	0	0
Vibrio_parahaemolyticus	0	0	0	0
Vibrio_vulnificus	0	0	0	0
Yersinia_enterocolitica	0	0	0	0
Yersinia_pestis	76.0	76.0	76.0	0.0
Yersinia_pseudotuberculosis	0	0	0	0
Yersinia_pseudotuberculosis_complex	0	0	0	0
