Taxon	Mean	GeometricMean	Median	StandardDev
Streptococcus_oralis_Uo5	75.5	75.49834435270749	75.5	0.5773502691896257
Streptococcus_oralis_subsp._tigurinus	76.0	76.0	76.0	0.0
Streptococcus_pantholopis	NaN	NaN	NaN	NaN
Streptococcus_parasanguinis	75.7	75.6972621667106	76.0	0.6569466853317862
Streptococcus_parasanguinis_ATCC_15912	74.94117647058823	74.87491236531069	76.0	3.0544669372813233
Streptococcus_parasanguinis_FW213	75.02702702702703	74.98442288876768	76.0	2.4550004128364264
Streptococcus_parauberis_NCFD_2020	75.0	74.99999999999997	75.0	0.0
Streptococcus_pasteurianus_ATCC_43144	76.0	76.0	76.0	0.0
Streptococcus_pneumoniae	75.9	75.89940291296813	76.0	0.316227766016838
Streptococcus_pseudopneumoniae_IS7493	71.5	71.35825109964512	71.5	6.363961030678928
Streptococcus_pyogenes	74.66666666666667	74.66074924760342	74.0	1.1547005383792517
Streptococcus_pyogenes_MGAS2096	73.4	73.09866568620997	76.0	6.276941930590086
Streptococcus_salivarius	75.76470588235294	75.76109224340082	76.0	0.7409585736349485
Streptococcus_salivarius_57.I	76.0	76.0	76.0	0.0
Streptococcus_salivarius_CCHSS3	75.75	75.74875689280823	76.0	0.5
Streptococcus_salivarius_JIM8777	76.0	76.0	76.0	0.0
Streptococcus_sanguinis_SK36	75.4	75.39029554710596	76.0	1.3416407864998738
Streptococcus_sp._A12	74.3	74.18942103140924	76.0	4.083843505544474
Streptococcus_sp._FDAARGOS_192	75.6	75.59572174200093	76.0	0.8944271909999159
Streptococcus_sp._HSISM1	75.19047619047619	75.16570851099095	76.0	1.8910412122318874
Streptococcus_sp._HSISS1	75.5	75.49834435270749	75.5	0.7071067811865476
Streptococcus_sp._HSISS2	76.0	76.0	76.0	0.0
Streptococcus_sp._HSISS3	76.0	76.0	76.0	0.0
Streptococcus_sp._I-G2	76.0	76.0	76.0	0.0
Streptococcus_sp._I-P16	74.75	74.73176442146705	75.5	1.8929694486000912
Streptococcus_sp._NPS_308	76.0	76.0	76.0	0.0
Streptococcus_sp._VT_162	76.0	76.0	76.0	0.0
Streptococcus_sp._oral_taxon_431	73.4	73.23798766670662	76.0	5.272570530585627
Streptococcus_suis	75.53846153846153	75.53474928879261	76.0	0.7762500258061847
Streptococcus_suis_GZ1	74.53125	74.44040950655143	76.0	3.591965721152623
Streptococcus_thermophilus	75.94736842105263	75.94703755566007	76.0	0.2294157338705618
Streptococcus_thermophilus_MTH17CL396	76.0	76.0	76.0	0.0
Taenia_solium	NaN	NaN	NaN	NaN
Tannerella_forsythia	67.33333333333333	66.24427386132696	75.0	14.153915830374762
Tannerella_forsythia_3313	76.0	76.0	76.0	0.0
Tannerella_forsythia_92A2	73.36666666666666	73.08652476642372	76.0	6.0142550966695865
Toxoplasma_gondii	0	0	0	0
Toxoplasma_gondii_ME49	74.0	73.62689085894033	76.0	6.691619966628243
Treponema	76.0	76.0	76.0	0.0
Treponema_denticola	76.0	76.0	76.0	0.0
Treponema_denticola_ATCC_35404	NaN	NaN	NaN	NaN
Treponema_denticola_ATCC_35405	0	0	0	0
Treponema_pallidum	0	0	0	0
Treponema_pallidum_subsp._pallidum	0	0	0	0
Treponema_pallidum_subsp._pertenue	0	0	0	0
Treponema_putidum	76.0	76.0	76.0	0.0
Treponema_sp._OMZ_838	75.0	74.99999999999997	75.0	0.0
Treponema_succinifaciens_DSM_2489	75.6	75.59572174200093	76.0	0.8944271909999159
Trichinella_spiralis	0	0	0	0
Trypanosoma_brucei	0	0	0	0
Trypanosoma_cruzi	0	0	0	0
Variola_major_virus	0	0	0	0
Variola_minor_virus	0	0	0	0
Veillonella_parvula	75.30019880715706	75.24946239616577	76.0	2.562241136519337
Veillonella_parvula_HSIVP1	75.3695652173913	75.33619758016506	76.0	2.1548657788625114
Vibrio_cholerae	0	0	0	0
Vibrio_parahaemolyticus	0	0	0	0
Vibrio_vulnificus	0	0	0	0
Yersinia_enterocolitica	0	0	0	0
Yersinia_pestis	0	0	0	0
Yersinia_pseudotuberculosis	0	0	0	0
Yersinia_pseudotuberculosis_complex	NaN	NaN	NaN	NaN
